gender,education_level,home_ownership_status,loan_intent,previous_loan_defaults_on_file,loan_status,age_bin,income_binned,work_experience_binned,loan_income_ratio_bin,cr_hist_bin
male,Associate,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,established,low,2-5
male,Master,RENT,MEDICAL,Yes,0,young_adults,middle,early_career,low,5-10
female,High School,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,2-5
male,Associate,RENT,VENTURE,No,1,young_adults,low,early_career,low,5-10
female,Doctorate,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,5-10
female,Associate,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,5-10
female,Master,OWN,PERSONAL,No,0,young_adults,lower-middle,mid_level,medium,2-5
male,Bachelor,RENT,MEDICAL,No,1,young_adults,low,early_career,low,5-10
female,Bachelor,RENT,VENTURE,No,1,young_adults,low,mid_level,low,5-10
female,High School,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,High School,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,early_career,low,5-10
male,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,RENT,VENTURE,No,1,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,MEDICAL,No,1,young_adults,low,mid_level,low,5-10
male,Associate,RENT,VENTURE,No,1,young_adults,low,entry_level,low,5-10
male,Master,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,medium,2-5
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,1,young_adults,low,mid_level,medium,2-5
male,Master,RENT,EDUCATION,No,1,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,VENTURE,No,1,young_adults,low,early_career,low,5-10
male,High School,RENT,EDUCATION,No,1,young_adults,low,early_career,low,2-5
female,High School,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,RENT,DEBTCONSOLIDATION,No,1,young_adults,low,early_career,low,5-10
female,Associate,OWN,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,No,1,young_adults,low,early_career,low,5-10
male,High School,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,established,medium,5-10
female,Bachelor,RENT,PERSONAL,No,1,young_adults,low,established,low,5-10
male,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,early_career,low,5-10
female,Associate,MORTGAGE,MEDICAL,No,1,young_adults,low,early_career,low,5-10
female,Associate,RENT,PERSONAL,Yes,0,young_adults,low,early_career,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,5-10
male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Associate,RENT,PERSONAL,Yes,0,young_adults,low,established,low,5-10
male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
female,Master,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
female,High School,RENT,DEBTCONSOLIDATION,No,0,young_adults,low,early_career,low,5-10
male,High School,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,mid_level,low,5-10
male,Associate,RENT,PERSONAL,No,0,young_adults,low,entry_level,low,5-10
female,Bachelor,RENT,EDUCATION,Yes,0,young_adults,low,entry_level,low,5-10
female,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,mid_level,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,low,entry_level,low,5-10
male,High School,RENT,EDUCATION,Yes,0,young_adults,low,early_career,low,5-10
female,Master,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,entry_level,low,5-10
female,High School,RENT,PERSONAL,No,0,young_adults,low,mid_level,low,5-10
female,Master,RENT,DEBTCONSOLIDATION,No,0,young_adults,low,early_career,low,5-10
female,Master,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,low,early_career,low,5-10
female,Bachelor,MORTGAGE,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,RENT,MEDICAL,No,0,young_adults,low,early_career,low,5-10
female,Associate,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,low,mid_level,low,5-10
male,Associate,RENT,EDUCATION,No,1,young_adults,low,mid_level,low,5-10
male,Master,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,established,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,entry_level,low,5-10
female,Master,MORTGAGE,MEDICAL,No,0,young_adults,lower-middle,early_career,medium,5-10
female,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,mid_level,low,5-10
male,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,early_career,low,5-10
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
male,High School,OWN,VENTURE,No,0,young_adults,lower-middle,mid_level,medium,5-10
male,Associate,OWN,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,entry_level,low,5-10
male,Associate,RENT,MEDICAL,Yes,0,young_adults,low,mid_level,low,2-5
male,Master,RENT,VENTURE,No,1,young_adults,low,early_career,low,5-10
male,High School,OWN,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,OWN,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,RENT,EDUCATION,Yes,0,young_adults,low,early_career,low,2-5
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,established,low,5-10
female,Associate,RENT,EDUCATION,No,1,young_adults,low,early_career,low,5-10
female,High School,RENT,PERSONAL,No,0,young_adults,low,mid_level,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
male,Bachelor,RENT,MEDICAL,No,0,young_adults,low,mid_level,low,5-10
male,High School,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,medium,2-5
female,Bachelor,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,established,low,5-10
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,OWN,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,MEDICAL,No,0,young_adults,low,early_career,low,5-10
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,2-5
female,Associate,RENT,MEDICAL,Yes,0,young_adults,low,entry_level,low,5-10
female,Bachelor,RENT,MEDICAL,No,0,young_adults,low,entry_level,low,5-10
male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,medium,2-5
female,High School,MORTGAGE,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,5-10
female,High School,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
male,High School,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,low,established,low,5-10
male,Associate,RENT,MEDICAL,No,1,young_adults,low,early_career,low,5-10
male,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,RENT,EDUCATION,No,0,young_adults,lower-middle,entry_level,low,5-10
female,High School,RENT,MEDICAL,No,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Associate,RENT,MEDICAL,No,1,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,RENT,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
female,High School,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,established,low,5-10
male,Associate,OWN,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Doctorate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,established,low,5-10
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,2-5
male,Associate,RENT,PERSONAL,No,1,young_adults,low,early_career,low,5-10
male,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,High School,MORTGAGE,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,OWN,VENTURE,Yes,0,young_adults,lower-middle,established,low,5-10
male,Bachelor,RENT,EDUCATION,Yes,0,young_adults,lower-middle,entry_level,low,5-10
male,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,2-5
female,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,5-10
female,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,PERSONAL,No,1,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,MORTGAGE,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
male,Master,RENT,MEDICAL,No,0,young_adults,lower-middle,early_career,low,5-10
male,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,mid_level,medium,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,2-5
male,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,medium,5-10
male,Bachelor,RENT,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,entry_level,low,5-10
female,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,EDUCATION,No,1,young_adults,lower-middle,established,low,2-5
female,Bachelor,RENT,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,early_career,medium,5-10
female,Associate,RENT,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
female,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,lower-middle,early_career,low,2-5
female,Master,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,High School,RENT,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,established,low,5-10
male,Associate,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,entry_level,low,5-10
male,High School,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,entry_level,low,5-10
male,Bachelor,RENT,VENTURE,No,1,young_adults,lower-middle,early_career,low,5-10
male,Master,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,High School,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Master,MORTGAGE,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,mid_level,low,2-5
male,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Master,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
female,Doctorate,RENT,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,PERSONAL,No,1,young_adults,lower-middle,early_career,low,5-10
female,Associate,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,early_career,low,5-10
female,Master,RENT,VENTURE,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,RENT,PERSONAL,No,1,young_adults,lower-middle,early_career,low,5-10
male,Associate,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,2-5
male,Associate,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,RENT,PERSONAL,No,0,young_adults,lower-middle,early_career,low,2-5
female,High School,RENT,MEDICAL,No,0,young_adults,lower-middle,mid_level,low,2-5
male,Associate,MORTGAGE,EDUCATION,No,0,young_adults,lower-middle,early_career,low,5-10
female,Master,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,5-10
female,Associate,MORTGAGE,PERSONAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,entry_level,low,5-10
female,Associate,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,mid_level,low,2-5
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,OWN,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,RENT,EDUCATION,No,1,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,entry_level,low,5-10
female,Bachelor,RENT,MEDICAL,No,0,young_adults,lower-middle,entry_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,entry_level,low,5-10
female,Associate,RENT,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,mid_level,low,2-5
male,Associate,RENT,MEDICAL,No,0,young_adults,middle,mid_level,low,2-5
male,High School,RENT,EDUCATION,No,1,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,High School,MORTGAGE,PERSONAL,No,1,young_adults,lower-middle,entry_level,medium,5-10
male,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,mid_level,low,2-5
female,High School,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,early_career,low,5-10
male,High School,RENT,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,EDUCATION,No,0,young_adults,middle,early_career,low,2-5
male,Associate,RENT,PERSONAL,Yes,0,young_adults,middle,early_career,low,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,early_career,low,5-10
female,Master,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,OWN,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,mid_level,low,5-10
male,High School,RENT,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,early_career,low,5-10
female,High School,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,5-10
female,Master,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,RENT,VENTURE,Yes,0,young_adults,middle,early_career,low,2-5
male,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,mid_level,low,5-10
male,High School,OTHER,DEBTCONSOLIDATION,No,1,young_adults,lower-middle,early_career,low,5-10
male,Doctorate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,entry_level,low,5-10
female,Master,RENT,VENTURE,Yes,0,young_adults,middle,established,low,5-10
male,Associate,RENT,PERSONAL,No,0,young_adults,middle,early_career,low,5-10
male,Master,RENT,HOMEIMPROVEMENT,No,1,young_adults,middle,mid_level,low,5-10
female,High School,RENT,PERSONAL,Yes,0,young_adults,middle,early_career,low,2-5
male,High School,RENT,PERSONAL,No,0,young_adults,middle,early_career,low,2-5
male,Master,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,early_career,low,2-5
male,Associate,RENT,VENTURE,Yes,0,young_adults,middle,early_career,low,5-10
female,Master,RENT,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Master,MORTGAGE,PERSONAL,No,0,young_adults,lower-middle,early_career,medium,5-10
female,Master,RENT,PERSONAL,No,1,young_adults,middle,early_career,low,5-10
male,Associate,RENT,EDUCATION,No,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,PERSONAL,Yes,0,young_adults,middle,entry_level,low,2-5
female,High School,MORTGAGE,EDUCATION,No,1,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,EDUCATION,No,0,young_adults,middle,mid_level,low,2-5
male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,entry_level,medium,5-10
male,Master,RENT,MEDICAL,No,0,young_adults,middle,early_career,low,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,early_career,low,5-10
male,High School,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,2-5
female,Master,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Doctorate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,mid_level,low,5-10
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
female,High School,RENT,MEDICAL,No,0,young_adults,middle,mid_level,low,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,early_career,low,5-10
male,Associate,MORTGAGE,MEDICAL,No,1,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,MORTGAGE,MEDICAL,No,1,young_adults,lower-middle,early_career,low,2-5
female,Bachelor,RENT,MEDICAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,middle,mid_level,low,5-10
female,Doctorate,RENT,HOMEIMPROVEMENT,No,0,young_adults,middle,early_career,low,5-10
male,High School,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,early_career,low,5-10
male,Associate,RENT,VENTURE,Yes,0,young_adults,middle,mid_level,low,5-10
female,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,established,low,2-5
female,Doctorate,RENT,EDUCATION,Yes,0,young_adults,middle,mid_level,low,5-10
male,Bachelor,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,middle,established,low,5-10
male,Bachelor,RENT,VENTURE,Yes,0,young_adults,middle,mid_level,low,2-5
female,Associate,RENT,HOMEIMPROVEMENT,Yes,0,young_adults,upper-middle,early_career,low,5-10
male,Master,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,lower-middle,mid_level,medium,5-10
female,Master,RENT,MEDICAL,No,1,young_adults,middle,early_career,low,5-10
female,Bachelor,MORTGAGE,DEBTCONSOLIDATION,No,0,young_adults,lower-middle,early_career,low,5-10
female,High School,RENT,MEDICAL,No,0,young_adults,upper-middle,mid_level,low,5-10
male,Bachelor,RENT,DEBTCONSOLIDATION,No,1,young_adults,middle,early_career,low,5-10
female,Associate,RENT,EDUCATION,No,1,young_adults,middle,early_career,low,5-10
female,Associate,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,upper-middle,early_career,low,5-10
male,Master,RENT,EDUCATION,No,0,young_adults,upper-middle,early_career,low,5-10
male,Master,RENT,DEBTCONSOLIDATION,No,0,young_adults,upper-middle,early_career,low,2-5
male,Master,RENT,VENTURE,No,0,young_adults,upper-middle,early_career,low,2-5
female,Associate,RENT,DEBTCONSOLIDATION,No,1,young_adults,upper-middle,early_career,low,5-10
female,Associate,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Associate,MORTGAGE,PERSONAL,No,1,young_adults,lower-middle,mid_level,medium,5-10
male,Associate,RENT,PERSONAL,No,1,young_adults,low,mid_level,low,5-10
male,High School,RENT,PERSONAL,Yes,0,young_adults,low,mid_level,low,5-10
male,Bachelor,RENT,MEDICAL,No,0,young_adults,low,early_career,low,2-5
male,Master,OWN,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,RENT,DEBTCONSOLIDATION,No,1,young_adults,low,early_career,low,5-10
male,Master,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
male,High School,RENT,PERSONAL,Yes,0,young_adults,middle,early_career,low,5-10
male,Associate,RENT,PERSONAL,No,1,young_adults,middle,mid_level,low,5-10
male,Associate,RENT,PERSONAL,Yes,0,young_adults,lower-middle,early_career,low,2-5
female,Master,RENT,DEBTCONSOLIDATION,Yes,0,young_adults,middle,entry_level,low,5-10
male,High School,RENT,VENTURE,No,0,young_adults,upper-middle,established,low,5-10
female,Master,RENT,MEDICAL,No,0,young_adults,low,mid_level,low,5-10
male,Associate,RENT,VENTURE,No,1,young_adults,low,early_career,low,5-10
female,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,medium,5-10
female,Associate,RENT,VENTURE,No,0,young_adults,low,early_career,low,5-10
male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,No,0,young_adults,lower-middle,mid_level,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,low,early_career,low,5-10
male,Bachelor,RENT,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Master,RENT,PERSONAL,No,0,young_adults,middle,mid_level,low,2-5
male,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
female,Bachelor,RENT,PERSONAL,Yes,0,young_adults,middle,mid_level,low,5-10
male,Associate,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,early_career,low,5-10
male,Master,MORTGAGE,VENTURE,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,High School,MORTGAGE,EDUCATION,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,High School,OWN,EDUCATION,No,0,young_adults,lower-middle,early_career,low,5-10
male,Bachelor,RENT,VENTURE,No,1,young_adults,low,early_career,medium,5-10
male,Associate,RENT,EDUCATION,Yes,0,young_adults,lower-middle,early_career,low,5-10
female,Associate,RENT,EDUCATION,No,1,young_adults,low,early_career,medium,5-10
male,Bachelor,MORTGAGE,HOMEIMPROVEMENT,Yes,0,young_adults,lower-middle,entry_level,low,2-5
male,High School,MORTGAGE,PERSONAL,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Master,MORTGAGE,HOMEIMPROVEMENT,No,1,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,early_career,low,5-10
male,Master,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,medium,5-10
female,High School,MORTGAGE,PERSONAL,Yes,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,MORTGAGE,MEDICAL,Yes,0,young_adults,lower-middle,entry_level,low,5-10
male,Bachelor,RENT,PERSONAL,No,1,young_adults,low,established,low,5-10
female,Associate,OWN,EDUCATION,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Bachelor,OWN,VENTURE,Yes,0,young_adults,lower-middle,mid_level,low,5-10
female,Bachelor,MORTGAGE,VENTURE,No,0,young_adults,lower-middle,mid_level,low,5-10
male,Associate,MORTGAGE,DEBTCONSOLIDATION,Yes,0,young_adults,lower-middle,early_career,low,2-5
male,Associate,RENT,EDUCATION,Yes,0,young_adults,low,mid_level,low,2-5
male,Master,RENT,PERSONAL,No,0,young_adults,low,mid_level,low,2-5
male,Bachelor,RENT,EDUCATION,No,0,young_adults,low,early_career,low,5-10
female,High School,RENT,MEDICAL,No,0,young_adults,low,entry_level,low,5-10
female,Master,RENT,EDUCATION,Yes,0,young_adults,low,mid_level,low,5-10
female,Master,RENT,MEDICAL,No,0,young_adults,low,established,low,5-10
female,Associate,RENT,MEDICAL,Yes,0,young_adults,low,established,low,5-10
female,Bachelor,RENT,HOMEIMPROVEMENT,No,1,young_adults,low,early_career,low,5-10
female,Associate,RENT,MEDICAL,No,0,young_adults,lower-middle,early_career,low,5-10
